CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DIA_LGTH,IMDB,METASCORE,DESCRIPTION
DENETHOR,"Theoden's betrayed me! ABANDON YOUR POSTS! ,FLEE! FLEE FOR YOUR LIVES!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,70,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Your leechcraft would have had me crawling on all fours like a beast!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
UGLUK,They have something.An Elvish weapon.The master wants it for the war.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,"No, no, no hard feelings. Gollum, Gollum. ,Yes, master. Nice Hobbits.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MORWEN,Eothain! Eothain!You take your sister.You'll go faster with just two.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,Of course he did. I told you he was tricksy. I told you he was false.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,"lt is the only way. Master says we must go to Mordor, so we must try.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,King Theoden has a good memory.He was only a small child at the time.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,69,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,Saruman! You were deep in the enemy's counsel. Tell us what you know!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,69,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,"Certainty of death, small chance of success, what are we waiting for?",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,69,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,"I once knew every spell in all the tongues of elves, men and     orcs",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,69,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
IROLAS,It is as the Lord Denethor predicted! Long has he foreseen this doom!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,69,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
NOAKES,"War's brewing.    , The mountains are fair teeming with     goblins.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,68,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
ARAGORN,There are few of us left.The Northern Kingdomwas destroyed long ago.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,She is sailing to the Undying Landswith all that is left of her kin.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,"Well, lad, whatever luck you live by, let's hope it lasts the night.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FARAMIR,There are no travelers in this land.Only servants of the Dark Tower.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,To make his war.The last war that will coverall the world in Shadow.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"Don't hurt him! ,Smeagol, don't struggle. Smeagol, listen     to me.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,68,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,"Your father loves you Faramir. , He will remember it before the end.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,68,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,"White shores and beyond,  a far green country under a swift sunrise.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,68,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
HALDIR,"The dwarf     breathes so loud, we could have shot him in the dark.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,67,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
SARUMAN,If the mountain defeats you will you risk a more dangerous     road,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,67,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
HALDIR,"We have not had dealings with the dwarves, since the dark     days.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,67,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GOLLUM,They do not see what lies aheadWhen sun has failed and moon is dead,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,It's all right. Nobody panic.That was deliberate.It was deliberate.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
TREEBEARD,Maybe you are......and maybe you aren't.The White Wizard will know.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"Maybe he does deserve to die.But now that I see him, I do pity him.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,"Hold them back, do not give in to fear. Stand to your posts. Fight!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
LEGOLAS,Shall I describe it to you? Or would you like me to find you a box?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ORC,"To the gate you slugs, now move it! ,  Don't you know we're at war?",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve?",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,"Of all the Hobbits, Peregrin Took, you are the worst! Hurry! Hurry!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Alright! Alright! You just startled me is all. What were you doing?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOTHMOG,"Form ranks you maggots. Form ranks. Pikes in front, archers behind.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,"You already did.  Eowyn, my body is broken.  You have to let me go.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,67,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,"Fell deeds, awake. Now for wrath......now for ruin and a red dawn.,",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,67,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
CAPTAIN,Get back in the line you maggots!  Get back in the line you slugs!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,66,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARWEN,But there is also life. You saw there was a child. You saw my son.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,66,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,Faramir? This is not the first Halfling to have crossed your path.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,66,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,Speak friend... and enter. What's the elvish word for     friend ?,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,66,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
DENETHOR,"The house of his spirit crumbles., He is burning. Already burning.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,66,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Bogs and ropeand goodness knows what.It's not natural. None of it.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,66,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ELROND,He is not coming back.Why do you linger herewhen there is no hope?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,66,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,You were not so very differentfrom a Hobbit once.Were you?Smeagol.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,66,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
