CHAR,DIALOG,NAME,_ID,RUNTIMEINMINUTES,ACADEMYAWARDNOMINATIONS,ACADEMYAWARDWINS,RELEASE_YEAR,DIA_LGTH,IMDB,METASCORE,DESCRIPTION
ARAGORN,If Sauron had the Ring we would know it.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,40,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,What are you up to? Sneaking off are we?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,40,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
LEGOLAS,"What about side by side with a friend? ,",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,40,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOWYN,"Take the reins, pull him left. ,  LEFT!,",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,40,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOWYN,"Take heart Merry. , It will soon be over",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,40,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GAMLING,"Make way! ( ,We cannot hold much longer!",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
PIPPIN,"It's talking, Merry.The tree is talking.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SNAGA,Just a mouthful......a bit of the flank.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,It's Saruman's army.The war has started.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ELROND,I will not leave my daughter hereto die.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Minl' pendich nin i aur     hen telitha.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"Hold on, Mr. Frodo. You'll be all right.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,40,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
PIPPIN,I'm sorry alright? I won't do it again.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,39,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,Keep breathing. That's the key.Breathe.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,39,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
MERRY,A tree-herder.A shepherd of the forest.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,39,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
LEGOLAS,Faeg i-varv d'n na lanc a      nu ranc.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,39,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"That's it, then.We can't get past that.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,39,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
UGLUK,Looks like meat's back on the menuboys.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,39,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"Take mine. ,  There's a few drops left.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,39,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOWYN,Courage Merry. Courage for our friends.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,39,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,It's the deep breath before the plunge.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,39,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
BILBO,Good gracious you have been productive!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,39,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
MERRY,Right. Bucklebury     Ferry. Follow me.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,39,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
SAM,"Oh no!  What do I do? ,  What do I do?",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,If you scare him off then we are lost!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,You've been into Farmer Maggot's crop!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,Bilbo! Bilbo! Watch out for the dragon,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
MERRY,What? It was just a detour. A shortcut,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
STRIDER,This was the great watch tower of Amon,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GORBAG,The scum tried to knife me.  Kill him!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,Send these foul beasts into the Abyss.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,"No Sam! It's you! ,     I'm sorry Sam.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,"No Merry, I'm going to look after you.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FARAMIR,It's been very quiet across the river.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,Make haste. We ride through the night.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ORCS,"Grond, Grond, Grond, Grond,     Grond!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,I'm sorry uncle. I'm afraid I lost it.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
BILBO,"Tell me again lad, where are we going?",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FIGWIT,"Lady Arwen we cannot delay. , My lady!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,38,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ORC,Let's put a maggot hole in your belly!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARWEN,May the grace of the Valarprotect you.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,I'll have no pointy-ear outscoring me!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Not idly do the leaves of Lorien fall.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
LEGOLAS,You would die before your stroke fell.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,They ran over here. They were followed,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,Why haven't you spoken of this before?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"I do not ask you to come with me, Sam.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FARAMIR,Who's covering the river to the north?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SMEAGOL,"Don't ask Smeagol. Poor, poor Smeagol.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FRODO,"We've got to get moving. Come on, Sam.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
FARAMIR,My men tell me that you are Orc spies.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,"Well, starve, then. And good riddance!",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,You'll find more cheer in a graveyard.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
LEGOLAS,"We must move on,     we cannot linger.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,"Mordor, Gandalf, is it left or right ?",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,"Breathe the free air again, my friend.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,38,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
STRIDER,It may help to slow the poison. Hurry!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,38,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
LEGOLAS,The trees are speaking to each other.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GIMLI,"You could have picked a better spot.,",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
DENETHOR,Were you not entrusted to protect it?,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,It's a bog. He's led us into a swamp.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GANDALF,"Yes, and it will not be easily cured.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAURON VOICE,Build     me an army worthy of Mordor,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GIMLI,Dwarf doors are invisible when closed,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,He escaped the dungeons of Barad-D'r!,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GALADRIEL,A Hobbit. Bilbo Baggins of the Shire.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GANDALF,He's been following us for three days,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
FRODO,"Go     on Sam, ask Rosie for a dance.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
MERRY,"Tomatoes, sausages, nice crispy bacon",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GOLLUM,It's the only way. Go in' or go back.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,The Fellowship awaits the Ringbearer.,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,37,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
GAMLING,We need more time to lay provisions--,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SAM,Begging your pardon but they haven't.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
EOMER,"Form up, move out! Form up, move out!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
MADRIL,We can't hold them. The city is lost.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
ARAGORN,I summon you to     fulfil your oath!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,You swore! You swore on the precious!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
THEODEN,"Re-form the line!  Re-form the line!,",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
DENETHOR,The     house of Stewards has failed.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,That road there where does that lead?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SOLDIER,Sir? King Theoden awaits you my lord.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
FRODO,Hit me!  Hit me Sam!  Start fighting!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SHAGRAT,Then he'll wish he'd never been born.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
TREEBEARD,"Now, don't be hasty, Master Meriadoc.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
THEODEN,All riders to the head of the column.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,They crawled. Their hands were bound.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,She stays because she still has hope.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
TREEBEARD,Saruman. A wizard should know better!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
PIPPIN,Did we lose him? I think we lost him.,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SARUMAN,"Rohan, my lord......is ready to fall.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GRIMA,"But, my lord, there is no such force.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
SMEAGOL,No. Not its business. Leave us alone!,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,Hw't nemna' 'e? Hm? Hw't nemna' 'e? (,The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
ARAGORN,"Man le trasta, Brego? Man cenich? (,)",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,37,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
GOLLUM,"You'll see. Oh yes, you     will see.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,"So passes Denethor, son of Ecthelion.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
PIPPIN,I didn't think it would end this way.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
IROLAS,They were outnumbered! None survived.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SHAGRAT,I'm gonna bleed you like a stuck pig!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SHAGRAT,Stop your squealing you dunghill rat!,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,37,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
DENETHOR,Faramir! Say not that he has fallen.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GIMLI,"Aragorn! ,     Let's find some food.",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,"Look!  The Orcs, they're moving off!",The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GOTHMOG,What are you doing you useless scum?,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
SAM,Nothing. Just clearing something up.,The Return of the King,5cd95395de30eff6ebccde5d,201,11,11,2003,36,8.9,94,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.
GANDALF,"Fennas Nogothrim, lasto beth lammen.",The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
BOROMIR,Its moving fast.... against the wind,The Fellowship of the Ring,5cd95395de30eff6ebccde5c,178,13,4,2001,36,8.8,92,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
PIPPIN,"No, I didn't. I was just stretching.",The Two Towers,5cd95395de30eff6ebccde5b,179,6,2,2002,36,8.7,87,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard."
